,google_keyword,google_review_date,google_stars,google_star_avg,google_review_txt
801,당진%20커피&정원,"['1년 전', '1달 전', '3년 전', '2년 전', '5달 전', '5달 전', '2년 전', '1년 전', '1년 전', '1년 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ']",4.1,"['조용하고 편안하게\n쉴수 잇는곳입니다\n아담하고 예쁩니다', '장가네 옆 숨어 있는 카페.\n아담하고 사적인 private 느낌\n사장님이 무언가 확실한 성격이십니다', '무난무난합니다. 막 이쁘다거나 한건 아니지만, 한적하고 괜찮았습니다. 특히 2층은 나름 잘 꾸며 놓았고 저희가 갔을때는 엄청 조용해서 더 괜찮았던거같네요. 사람 많이 없을때 2층에 올라갈수 있다면 나름 괜찮을거 같습니다.', '사장님 친절하고 분위기도 좋아요~^^', '하천 옆으로 커피숍이 아기자기하다~~봄풍경이 좋다^^', '여기는 뒤쪽에 있는 곳에서 구경하면서 먹으면 너무 좋을꺼 같아요♡♡', '그냥 편하게 쉴수있어요.', '커피♡&정원은\n주택의 공간을 최대로 이용하여\n별도의 공간과 테이블을 배치하여 옥외나 실내에서 회합을 하기에 적절한 장소이다…', '조용하고아늑한분위기\n소규모모임장소 따로설치', '오늘처음 가보았는데 아이들도 같이가면 좋을것같네요 추천하고싶네요']"
804,홍대%20커피101,['1년 전'],[' 별표 1개 '],1.0,['이렇게 맛없는건 첨이네요.... 이게 12000원이라니']
806,고촌%20커피101스트릿,"['2년 전', '2년 전']","[' 별표 4개 ', ' 별표 5개 ']",4.5,"['매장이 넓고 깨끗해서 괜찮았고, 음료도 괜찮았습니다.', '분위기좋아요.화초도 많고 편한 쇼파와 소란스럽지않고 백색소음이 뭔가를 집중하게해주는 그곳.음료값도 적당합니다.\n와이파이 됩니다.']"
807,오목교%20커피101스트릿,"['6달 전', '2년 전', '2년 전', '1년 전', '7달 전', '1년 전', '2년 전', '2년 전', '4달 전', '2년 전']","[' 별표 3개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 3개 ']",3.6,"['공간이 넓은 것이 최대 장점이나 커피 맛에서 특별함을 찾을 수는 없는 곳\n\n일행이 많을 때 가곤하는 카페이며 종업원들은 친절한 편…', '공간이 넓고 쾌적한데, 커피 맛이 그저그런 편입니다.', '좀 어둡지만 분위기 나쁘지 않음. 근처 이디야보단 훨씬 나음', '기억하세여....여기는...당근 케이크가 존맛이예요....👍👍👍', '커피 맛있어요', '기억이 안남', '커피가맛잇어용', '(Google 번역 제공) Soso\n\n(원문)\nSoso', '', '']"
808,남양주시%20커피101스트릿,"['1주 전', '2년 전', '11달 전', '5달 전', '2년 전', '2년 전', '1달 전', '9달 전', '2달 전', '5달 전']","[' 별표 4개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ']",4.0,"['다양한 메뉴와 서비스로 힐링을 할수있는 카페', '너무더워  고속도로 진입하기전에 커피좀 사려고 검색했는데...음..사진이 예쁘게 나와서인가? 큰 커피숍인줄 알았는데 별내커피숍 분위기 빌라건물들이 많아서 주차장 협소 길가에 차 주차함.…', '케잌이 얼어 있어서 녹여 먹었어요\n가격 괜찮고 분위기도 좋네요', '다산중앙공원 시작점에 위치한 커피전문점이며 멋진 공원과 산뜻한 산책로를 돌며 따뜬한 커피향으로 휴일을 즐기는 공간으로 충분 합니다.', '주차 가능해요. 에그샌드위치 아주 맛있고, 분위기도 좋아요. 대신 화장실은 쏘쏘', '신도시 내 근린공원이 처음 생겨서 좋아요', '맛이 끝내줍니다.', '가격도 저렴하고 기대이상으로 카페라떼가 너무 맛있었습니다~ 빨리 코로나가 종식되어 맘 편히 매장내에서 마시는 날이 왔음 좋겠습니다~', '좋아요~~연인끼리 가보세요', '친절하고 아메리카노 맛있음+_+']"
809,가산동%20커피101스트릿,['8달 전'],[' 별표 4개 '],4.0,['라떼가 맛있네요.']
810,오전동%20커피101스트릿,"['2년 전', '8달 전']","[' 별표 3개 ', ' 별표 5개 ']",4.0,"['', '']"
811,이대%20커피107,"['3년 전', '1년 전', '1년 전', '1년 전', '10달 전', '2년 전', '2년 전', '1년 전', '1년 전', '1년 전']","[' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ']",4.2,"['내부와 외부 모두 분위기 좋은 카페입니다.', '커피가맛있어 졌네요 브런치에 소세지가 없어 이상하다..했는데 상콤하니 맛있어요ㅎㅎ', '일단 커피 맛있고\n분위기 좋고\n밤늦게까지 하고요~~…', '포근한 분위기, 케익도 맛있는 카페 입니당:)', '분위기 편안하고\n늦은시간까지 하고\n강아지도 들어갈 수 있음…', '옛 건물을 리모델링 하여 엔틱한 분위기를 연출하는 추계예술대학교 후문 쪽 커피숍. 북아현동 빌라 단지, 언덕과 인접하여 느낌있는 분위기를 낸다. 커피맛은 보통 하지만 맛이상으로 분위기가 있음.', '분위기 있고 괜찮은 커피 맛.', '대학생들이 주로 많이 이용하는데, 주택가에 있어 주변 주민들도 자주 찾습니다.\n메뉴 가성비 좋고 깔끔합니다.', '노트북 작업하기 좋은곳. 음료와 케이크는 좀 비쌈.', '직원분이 친절하고 카페가 레트로 감성 풍부하네요~']"
813,익산%20커피1267,"['2년 전', '3년 전']","[' 별표 5개 ', ' 별표 1개 ']",3.0,"['(Google 번역 제공) 너무 화려하고 꽤 있습니다. 커피와 가벼운 음식을 가진 작은 캐주얼 모임의 신 장소.\n\n(원문)…', '']"
817,대치동%20커피1696,"['1년 전', '1년 전', '1년 전']","[' 별표 4개 ', ' 별표 5개 ', ' 별표 3개 ']",4.0,"['동네 편한 커피점', '맛나', '']"
818,아산%20커피183,"['1년 전', '3달 전', '3달 전', '7달 전', '1년 전', '1년 전', '2년 전', '3년 전', '2년 전', '1년 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 1개 ', ' 별표 5개 ']",4.1,"['작지만 오밀조밀 예쁜카페 브런치메뉴도 맛있었어요', '카페가 아기자기하고 예쁩니다.', '커피는 쏘쏘 가격은 비쌈', '친절하고 맛있음 서비스도 좋음! 차량용 방향제도 주시고 도장도 한개 더 찍어줌 ㄷㄷ', '꽃이 이뻐요', '말린 꽃이 너무 이쁘게 장식되어있고 판매도 하는 이카페는...옛날빙수라는 문구보고 들어갔는데...요즘 빙수더라구요ㅜㅅㅜ 전 눈꽃얼음아닌 빙수를 먹고싶어 찾아들어간거거든요^^;;;일부러 차를돌려서^^;;;근데 그게 아니어서 좀 아쉬웠어요ㅋ 그래두 꽃구경 잘하고 맛있게 먹고 나왔어요^^주차도 넉넉하고 테이블도 카페내부도 이래저래 이뻤어요 아기의자가 있어서 깜짝놀랐어요ㅋㅋㅋ\n직원분들도 친절하세요^^', '카페가 꽃으로 장식되어서 예쁩니다. 위치는 좀 쌩뚱맞지만 차를 타고 방문할만큼 괜찮은 곳입니다. 앞에 주차공간도 꽤나 있어서 편리한 편인듯합니다. 사장님인지 직원분이신지 잘 모르겠지만 그리 친절하신 편은 아닙니다.', '겉보기에는 커피숍이 꽤 크다고 생각했는데 생각보단 테이블 수가 많지는 않아요.\n아담하고, 조용하고 편안한 분위기예요.\n빙수도 맛있고 커피향도 너무 좋네요.', '별로 추천하고싶은 카페가 아니네요.\n사장님이 원두를 너무 오래보관하시는듯 하네요. 향도 약하고 맛도 별로여요.\n인테리어는 좋았어요.', '다양한 메뉴와 디져터,  드라이 플라워 굿']"
825,담양%20커피1번가,"['10달 전', '8년 전', '4년 전', '4년 전', '4년 전', '3년 전', '2년 전', '3년 전', '2년 전', '2년 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 3개 ']",4.4,"['커피의 맛이 담양에서 먹어본중에 가장좋았고 제가 지금껏 마셔본커피중 손가락 꼽을정도~~ 진심~~', '죽녹원갔가 우연히 들른곳.\n인테리어며 커피맛이며, 젊은 사장님 내외인듯..\n암튼 친절하더군요..기분좋게 분위기잡고 갑니다.', '시골분위기, 마녀김밥먹고 마시기 좋음', '커피맛.분위기.서비스 모두 최고에요~~', '담양 죽녹원', '시원하고 커피도 맛있었어요', '깔끔하니 좋아요', '커피 짱 맛나요^^', '카페', '']"
826,동인동2가%20커피1번가,"['2년 전', '1년 전', '2년 전', '5년 전', '9달 전', '2년 전', '1년 전', '2년 전', '3년 전', '3년 전']","[' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ']",4.4,"['커피맛이 굉장히 좋다.\n외국인 친구에게 여기 원두를 선물했는데, 너무 맛있다하더니 대구에 올때마다 들러서 이 곳 원두를 사간다.\n매장 규모는 크진않지만, 커피맛이 훌륭해서 지인들에게 자주 추천하는곳.…', '커피맛 좋고 가격 저렴하나 장애인 출입 불가, 유모차 사용 가족 이용이 어려움', '주문전에 어떻게 해달라 하니 내 입맛에 알맞게 딱 그렇게 만들어주네요~사장님이 커피를 볶아서인지 항상 품질좋은 원두로 정성껏 내려주어 마음편한 커피맛을 맛보았어요', '에스프레소 라떼 핸드드립 다 최고네요~\nspecialty, coe커피와 La Esmeralda Special 커피를 취급하는것도 놀랍네요 다른말로 신이내린 커피라고 하는데, 최고의 게이샤 커피를 맛볼수있는곳이네요. 게이샤 커피는 예약이 필수라고 합니다.', '커피나무가 있는 대구 커피맛집', '신선한 원두를 사는곳', '넘 맛이 있어요^^', '커피 맛이 괜찮다.', '커피 너무 맛있어요!!! 사장님 잘생기셨음!', '너무 좋은 커피예요']"
833,노량진%20커피3,"['10달 전', '2년 전', '2년 전', '8달 전', '3년 전', '1년 전', '1년 전', '1년 전', '1달 전', '1년 전']","[' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 4개 ']",3.9,"['파스타 꾸덕하니 맛있었습니다.\n고졸은... 좀 그랬어요. 진짜 제대로 된걸 먹어봐서 그런지 흉내내기 정도 였음... 파스타랑 먹으니까 걍 갠찬았네요.', '착한 가격에 맛도 좋음. 가보시길 추천!', '진짜 추천하는 노량진 맛집이에요!\n친구랑도 가고 부모님이랑도 가고 몇번이나 갔네요ㅎㅎ\n고르곤졸라 화덕피자 꼭 드세요!', '소소하지만 맛있는 피자랑 파스타가 좋아요', '사장님이 친절하십니다.', '화덕피자의  담백함과  피스타가  강남 안부러운맛입니다... 체인점아닌  숨은 맛집느낌이요', '저렴한가격에 괜찮습니다.\n하지만 갈때마다 서빙하는 여직원분은 왜 마스크를 안하시는걸까요', '가격은 노량진답지 못하나 좋은 재료를 쓰고 맛있었음 로제파스타 먹으러 또가고싶음', '여기맛집', '좋아하는 피자 파스타집입니다!!!  왜 커피가 상호명인지 의문이지만 ㅎㅎ 항상 가서 웨이팅 있었어요~ 노량진 숨겨진 맛집인듯 하네요~~']"
844,쌍용동%20커피707,"['2년 전', '2년 전']","[' 별표 4개 ', ' 별표 5개 ']",4.5,"['i love coffee~  동네에서 멀지 않은 , 가깝지도 않은 707번지 커피 가게\n학생들이 없어 상대적으로 한적?한 낮은 .... 있겠지 하면 큰 오산..\n자리 쟁탈은 없지만, 자리수가 적어.. 아쉬움이 남는..', '']"
852,효목동%20커피89도씨,"['6달 전', '1년 전', '4달 전', '3년 전']","[' 별표 5개 ', ' 별표 3개 ', ' 별표 3개 ', ' 별표 3개 ']",3.5,"['분위기 최고. 동대구역 근처에 이렇게 주차장 넓은 카페는 오랜만이네요 :)   전체적으로 분위기가 차분하고 햇빛도 잘 들어와서 쉬기 좋아요.\n커피맛도 무난하네요 👍', '', '', '']"
855,목동%20커피8온스,"['4년 전', '2년 전']","[' 별표 5개 ', ' 별표 1개 ']",3.0,"['개짱', '']"
858,진해%20커피915,"['2년 전', '3년 전', '2년 전']","[' 별표 4개 ', ' 별표 4개 ', ' 별표 3개 ']",3.7,"['동네 조용한 카페', '친절하고 방이 있어서 편하게 마실수있는 공간', '']"
869,외대%20커피DNA,"['4년 전', '1년 전', '1년 전', '1년 전', '4년 전', '4년 전']","[' 별표 4개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ']",4.3,"['월남라떼가 유명한 카페\n아메리카노도 괜찮다', '이문동에서 라떼는 손 꼽는 집입니다. 제 생각엔 DNA 컴커 이커 이렇게 이문동 커피 3대장인 듯. 선불 카드가 있어서 편했어요.', '원두를 선택할 수 있어요. 대학가치곤 가격이 쎄요. 젊은 남자들이 뽑아줘요.  좌석은 옆에..걍 테이크아웃으로..', '베트남 라떼 핵맛', '(Google 번역 제공) 특히 더운 여름날 특별한 베트 라트를 맛볼 수있는 독특한 곳\n\n(원문)…', '']"
876,사당역%20커피It수다,['1년 전'],[' 별표 5개 '],5.0,['커피도 다쿠아즈도 맛있고 친절하고 편안하고 조용한 분위기']
881,일동%20커피N줄리엣,"['2달 전', '1년 전', '8달 전', '1년 전', '6일 전', '1년 전', '10달 전', '2년 전', '1년 전', '7달 전']","[' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ']",4.6,"['커피에 산미가 많아 좋아하는 스타일은 아니지만 분위기 좋음', '친절하고 커피맛이좋네요 자주들리는곳입니다', '천원짜리 지폐 한장을 들고 뜨거운 아메리카노 한잔을 Take Out 할 수 있는 동네의 구멍 카페! 오늘도 따뜻한 커피를 들고 집으로 가요!', '부모님댁 근처에 있어 2~3주에 한번씩 꼭 가요 아늑하고 조용해서 가는곳이에요 커피맛도 좋구요', '좋아요 ~~', '아메리카노(핫) 테이크아웃 1000원, 가성비 쵝오^^', '커피콩이 저렴해요', '핫아메리카노1000원에 판매하는집 입니다.take out', '커피맛이 최고예요~~', '커피맛집']"
883,상인동%20커피U,"['2달 전', '1주 전', '2년 전', '2년 전', '11달 전', '1년 전', '11달 전', '4년 전', '2년 전', '2년 전']","[' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ']",4.4,"['수도권 사는데 대구 올 일 있을때마다 꼭 들려요\n모양도 예쁜데 맛도 굉장히 좋아서 돈값을 하고도 남음\n아인슈페너 꼭 드셔보세요 찐하고 달달한 크림뒤에 따라오는 고소한 커피맛이 너무 좋아요...', '공간이 유아틱하네요 협소하기도 하고요', '메뉴가 저렴한 편이고 이쁘게 데코되어 나오는게 특징이에요. 카페 인테리어도 아기자기하고 화장실도 깔끔하니 이쁩니다 ㅎㅎ 야외에 4테이블 정도 있고 실내에는 다락방이 있답니다. 계절마다 디저트가 바뀌어서 먹는 재미가 쏠쏠해용~', '분위기 좋고 아인슈페너 꿀맛', '맛있고 가격은 좀 있지만 아늑한 분위기가 좋아여\n다만 1층과 2층다락방이 있는데 1층에도 푹신한 의자가 있었으면 좋았울둣', '10년전 20살초반부터 있었는데 지금까지 손님 많은 이유가 있겠죠? 빙수 음료 디저트 서비스 모두 만족합니당', '아담해서 동네분들 수다떨기 좋아요!!', '맛있다! 예쁘다!', '가게가 아담 하지만 항상 손님을 내가족처럼 따뜻하게 대해주고 맛 대비 가격도 좋고 더 괜찮은건 그가게 친절인것 같다 늘 한결같은 맘 향기가 나는곳이네요  ᆢ🙏🙏🙏', '사장님 너무 친절 일반 커피집이랑 다르게 다양하고 이쁜메뉴천지네요... 단골하고싶은 아늑한 분위기!!!']"
890,무거동%20커피가 예쁘다,"['3주 전', '10달 전', '10달 전', '11달 전', '1년 전', '1년 전', '2년 전', '1년 전', '1년 전', '10달 전']","[' 별표 4개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 4개 ']",4.1,"['기본으로 먹으면 그냥 먹을만한데 진하게 먹고 싶어 샷추가 했더니 맛있는 신맛이 아닌 신맛이였어요 예전과 커피맛이 달라졌네요', '이 카페는 버스를 기다리는 사람들에게 안성맞춤이라고 볼 수 있다.\n커피를 먹으면서 개인적인 볼일도 볼 수 있고 사람들과 대화를 나누거나 공부를 해도 전혀 문제가 되지 않을 정도로 조용해서 좋다.', '넓은 공간에 고속도로\n입구의 편리한 입지조건\n깔끔한 분위기.....', '오전 커피 할인. 넓은 매장. 환기. 화장실도 괜찮', '조용하고 아기자기함', '공간이 넓고 소모임하기에 적합', '아늑하고 넓은 공간이 인상적이며 저렴함 가격에 괜챦습니다. 커피맛이 특별히 좋은 것은 모르겠지만 중상 정도입니다.', '특색이 있다기보다는 편안하게 커피한잔 하기좋은곳', '가게가 이쁘게 꾸며져 있고 음료가 양도 많고 맛 좋다 하지만 가격이 좀 비싼점..', '다 좋은데 시끄러움']"
892,관양동%20커피가가,"['6달 전', '1년 전', '1년 전', '3년 전', '7달 전']","[' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ']",4.8,"['커피와 딸기라떼중 딸기 추천\n케익도 추천', '아메리카노 커피맛이 좋아요, 직접 만드신 차도 영양 만점이구요', '프랜차이즈와 대형 커피숍이 난무하는 가운데 아담하고 조용한 동네 커피숍 느낌이 좋아요. 물론 커피가 맛있어야 되는건 기본이구요', '언제가도 맛있는 생크림 케잌. 진짜 인생케잌. 다른 음료들도 맛있지만, 아메리카노랑 케이크랑 먹으면 하루가 정말 행복할 수 있음. 먹으러 갈 생각만해도 행복해짐.', '']"
896,상주%20커피가게,"['5달 전', '1년 전', '2달 전', '9달 전', '2달 전', '2년 전', '2년 전', '2년 전', '9달 전', '2년 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ']",4.4,"['대학때 추억이 있던곳이라 지나는길에 들렸습니다 졸업하고 10년만에 가봤습니다\n일하시던 언니도 그대로 여서 깜놀 ㄴㅇㄱ\n커피 여전히 맛있고 안에도 그대로 여서 좋았어요\n분위기도 좋고 커피향도 좋고 추억여행도 좋았어요 부디 번창 하시길~♡', '2층으로 올라가는 계단부터 향긋한 커피향에 기분이 좋고, 들어가서 마주하는 다양한 빈티지소품들과 째즈아티스트의 액자들로 채워진 벽면의 인테리어가 특별한 곳. 무엇보다 비상업적인 느낌, 테이블 별 공간확보가 잘되어서 조용히 이야기 나누고 휴식할 수 있는곳. 커피는 아이스에스프레소를 주문하였으나 맛 또한 만족스러움', '분위기도 좋고 무엇보다 의자가 너무 편함...', '아주 좋아요. 무엇보다 원두가 너무 좋답니다.', '블랜딩하여 로스팅한  원두는 크래마가  풍부하고 그 선도가 좋으며,  풍미가 개인적으로  무척 좋았지만 얼음은 수정이 아닌 정수기 인지 냉장고 얼음을  사용하여 맛을 흐렀네요', '오직 커피와 음료만 있음. 디저트류는 없다는 점이 개인적으로 아쉽다 테이블이 몇개 없어 운이 없으면 자리가 없을 수도 있음', '좋은분위기에 커피맛도 좋은편:)', '커피 맛으로는 경북북부에서 인정 할 수밖에 없다.\n그림 사진 각종 소품등이 앉아서 커피를 마시는 동안심심하지 않게 해준다.\n올때마다 자리가 있을지 걱정이 된다…', '여기 좋군요', '아늑하고 좋음']"
897,망원동%20커피가게 동경,"['1달 전', '2주 전', '7달 전', '7달 전', '3달 전', '10달 전', '11달 전', '2달 전', '6달 전', '1년 전']","[' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 3개 ']",4.3,"['1시에 열자마자 사람이 몰려 왔어요.\n크림은 맛있는데 커피가 생각보다 강했습니다.\n음악소리가 커서 책읽기에 아쉬움이 있었고, 주변에서도 너무 크게 이야기해서 앉아 있기 어려워서 아쉬웠습니다.', '말이 필요없음 개인적으로 지하에 있어서 참 다행이라고 생각되는게 지상에 매장 있으면 웨이팅 장난 없을듯. 나는 동경의 카페의 분위기, 위치, 감성을 보고 가는것이 절대 아님 오로지 맛!!! 커피 맛이 죽여줌 딱 그것때문에 15번 넘게 간듯!\n일요일 영업 안하는거랑 한번씩 기다려야할때는 좀 답이 없지만 아인슈패너 맛 자체는 대한민국 1등임 근처 유명한 아인슈페너집 다 가봤는데 이집 저어어어얼대 못따라감 맛으로는 독보적 1등 분점을 좀 차려주셨으면...', '핸드드립커피를 마시러 방문하몄다.\n매장이 지하로 내려가는 창고같은(?)느낌을 준다.\n문을 열고 들어가면 로스팅을 하는 공간이 크게 자리하고 있고 테이블은 5개 안팎으로 있다.…', '아인슈페너 맛집\n지하의 창고를 개조한 아지트같은 느낌의 카페 였습니다.…', '맛있는 아인슈페너를 맛 볼수 있습니다', '두번째 방문. 오늘은 약간 견습생 .. 같은 분이 내려주셨는데, 이전보다 맛이 살짝 덜했다. 저번에는 테이블에 앉고 이번에는 다찌에 앉아서 부루잉하는 과정도 볼 수 있었다. 커피빵이 부푸는 모습이 흥미로웠다. 직원들과 가까이 앉는 게 부담스럽지 않다면 다찌를 추천. 볼거리가 많고, 직원들끼리 커피에 대해 고민하는 것도 들을 수 있다. 부드러운 재즈와 낮은 조도 덕분에 분위기가 산다. 화장실이 약간 불편한 것이 단점. 그래도 깨끗하긴 했다.', '다들 아인슈페너를 외치길래 한번 마셔봤는데 여긴 찐이다. 정말 맛있다. 지하로 내려오고 철문을 여는 순간은 비밀아지트로 들어가던 초딩때가 떠오를 지경이다. 물론 거긴 이미 유명한 비밀기지지만 말이다. 소중한 친구가 망원에 놀러온다면 난 단언컨데 이 카페로 모실거다. 웨이팅은 심하겠지만 그럴 가치가 있다', '핸드드립 커피는 정말 잘 내리신다. 떫은 맛 일절 없음. 하지만 원두가 막 좋은 원두는 아닌 것 같았음. 원가 절감인가...?\n아인슈페너는 정말 맛있게 먹었습니다.', '아인슈페너가 달달과 산미의 조합이 너무 좋아요\n무조건 한번은 가보시고 요즘은 코로나라 사람이 많지는 않지만 평소라면 사람이 너무 많아서 자리도 없거나 또 좌석이 5테이블 정도라 이정도만 감안하시면 될 것 같네요', '입구 찾기가 매우 어렵따 검은색 쪽문같은게 열려져있는데 그문으로 계단을 내려가서 또 문을 열면 카페가 있다\n\n이년전쯤..? 갔을때보다 사람이 더 많아진거 같다 주말이어서 그런가…']"
898,여주%20커피가게 마실,"['9달 전', '5달 전', '1년 전', '1년 전', '2년 전', '1년 전', '1년 전', '1년 전', '7달 전', '1년 전']","[' 별표 5개 ', ' 별표 1개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ']",3.8,"['좋아요\n인테리어 굿! 커피맛있어요ㅠㅠ!!!', '위치가 너무 숨어있네요 ㅎ\n커피 싸지않아요\n쏘쏘~', '집이랑 가까워서 좋지만 카페 분위기도 좋고 음료도 이뻐서 자주가는곳!!!\n보드게임 종류도 여러가지 있어서 놀러가기도 좋고 친구랑 공부하러 가기도 👍🏻👍🏻👍🏻', '직접로스팅한 신선한원두와 커피찐맛집', '직접로스팅하며 커피맛도 좋음 , 분위기도 좋고 인테리어 취저+ 근래 제일맛있는 커피집인듯. 라떼취저!케익맛남', '접근성이 좋진 않지만 무난함', '편안한 감각적인 분위기, 맛있는 커피', '코피. 구웃', '보통입니다', '']"
899,강동면%20커피가게 마실,"['1년 전', '2년 전']","[' 별표 4개 ', ' 별표 3개 ']",3.5,"['1.가격 : ★★★★★\n2.맛~ : ★★★★★\n3.위치:★★★★☆…', '조금 아쉽.. 우유 냄새가 안 좋음.']"
900,표선해수욕장%20커피가게 쉬고가게,"['10달 전', '6달 전', '6달 전', '4달 전', '1년 전', '2년 전', '2달 전', '1년 전', '5달 전', '3년 전']","[' 별표 4개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ']",4.0,"['제주 해비치 근처이면서 표선해수욕장 바로 앞이라 위치가 참 좋고 주차장도 넓어서 이용이 편리합니다. 건물 자체는 오래된 듯하나 독특한 외관이 특징이며 전반적으로 관리는 잘 되고 있습니다. 1층은 카페를 운영하고 위층은 게스트하우스로 사용합니다. 사장님이 친절하시고 수건 침구류 등도 아주 잘 관리 되는데 일부 냉장고 안이나 창틀의 먼지 등은 청소를 조금 더 신경 쓰셔아 할 것 같습니다. 그 외에는 아주 만족합니다. 카페 이용하는 커피 쿠폰도 주시고 간단한 반찬, 누룽지탕, 드립커피 등도 챙겨 주셔서 잘 쉬다 갑니다.', '드립커피가 깔끔합니다. 디카페인은 드립이 없어서 살짝아쉽네요. 아이스크림도 있습니다. 편안한분위기에 쉬었다가기 딱좋아요.', '가격은 좀 있지만 차맛이 좋습니다', '생망고빙수를 비교적 저렴하게 먹을수있음..\n맛도 좋으나 빙수를 안먹는다면 굳이??\n이쁘고 특색있는 카페가 많은데 굳이 일부러 찾아갈이유는 없어보임. 근처에잇다면 갈만함', '표선 해변과 가장 잘 어울림+라떼맛 좋음', '표선해수욕장 바라볼수 있는 전망 굿.\n코케허니 드립커피와 영귤차 둘다 맛났음.', '팥빙수가 맛있는집~직접 팥을 쒀요 커피도 맛있어요', '까페 디자인이 특이하고요\n커피도 맛 좋아요^^\n도장도 찍어 주네요~', '너무 멋진곳입니다', '체크인은 오후3시부터 가능함. 세탁기도 무료로 사용가능함. 다른 게스트하우스에 비해 객실이 특별히 깨끗하다든지 아늑하다는 느낌은 딱히 없음. 가성비는 좋음, 방이 넓고 TV & 제습기 & 빨래건조대가 각방에 설치되어있음. 제주민심이 좋구나라고 느끼는 부분은 크게 하나 있음. 아침 6-10am 사용할 수 있는 작은방 식당 👍 숙박객 수에 맞춰 드립커피, 컵라면, 식빵 제공해줌.']"
